ID,WL,U,V,Sal,Temp,TRACE_1,WQ_1,WQ_2,WQ_3,WQ_4,WQ_5,WQ_6,WQ_7,WQ_8,WQ_9,WQ_10,WQ_11,WQ_12,WQ_13,WQ_14,WQ_15,WQ_16,WQ_17,WQ_18,WQ_19,WQ_20,WQ_21,WQ_22,WQ_23,WQ_24
842,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
843,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
844,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
845,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
846,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
847,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
848,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
849,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
850,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
851,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
852,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
853,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
854,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
855,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
856,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
857,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
858,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
859,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
860,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
861,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
862,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
863,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
864,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
865,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
866,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
867,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
868,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
869,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
870,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
871,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
872,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
873,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
874,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
875,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
876,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
877,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
878,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
879,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
880,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
881,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
882,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
883,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
884,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
885,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
886,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
887,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
888,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
889,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
890,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
891,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
892,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
893,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
894,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
895,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
896,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
897,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
898,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
899,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
900,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
901,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
902,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
903,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
904,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
905,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
906,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
907,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
908,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
909,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
910,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
911,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
912,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
913,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
914,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
915,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
916,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
917,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
918,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
919,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
920,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
921,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
922,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
923,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
924,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
925,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
926,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
927,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
928,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
929,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
930,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
931,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
932,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
933,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
934,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
935,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
936,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
937,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
938,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
939,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
940,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
941,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
